frame_ordinal,pass_index,pass_name,queue,batch_index,is_copy_pass,milliseconds,expected_passes,available_passes,complete
600,0,ASBuild.BuildTLAS,0,0,false,0.091520000,7,7,true
600,1,LightPrepare.Upload,0,0,false,0.001952000,7,7,true
600,2,PathTracing.Trace,0,0,false,0.589888000,7,7,true
600,3,Ui.Overlay,0,0,false,0.012128000,7,7,true
600,4,DLSS.RayReconstruction,1,1,false,1.003872000,7,7,true
600,5,Present.Convert,1,1,false,0.045376000,7,7,true
600,6,Present.CopyToSwapchain,1,2,true,0.023456000,7,7,true
601,0,ASBuild.BuildTLAS,0,0,false,0.136576000,7,7,true
601,1,LightPrepare.Upload,0,0,false,0.001664000,7,7,true
601,2,PathTracing.Trace,0,0,false,0.594272000,7,7,true
601,3,Ui.Overlay,0,0,false,0.017792000,7,7,true
601,4,DLSS.RayReconstruction,1,1,false,0.984800000,7,7,true
601,5,Present.Convert,1,1,false,0.047424000,7,7,true
601,6,Present.CopyToSwapchain,1,2,true,0.120128000,7,7,true
602,0,ASBuild.BuildTLAS,0,0,false,0.126560000,7,7,true
602,1,LightPrepare.Upload,0,0,false,0.007136000,7,7,true
602,2,PathTracing.Trace,0,0,false,0.627520000,7,7,true
602,3,Ui.Overlay,0,0,false,0.012576000,7,7,true
602,4,DLSS.RayReconstruction,1,1,false,1.001152000,7,7,true
602,5,Present.Convert,1,1,false,0.052576000,7,7,true
602,6,Present.CopyToSwapchain,1,2,true,0.024064000,7,7,true
603,0,ASBuild.BuildTLAS,0,0,false,0.091328000,7,7,true
603,1,LightPrepare.Upload,0,0,false,0.002016000,7,7,true
603,2,PathTracing.Trace,0,0,false,0.567328000,7,7,true
603,3,Ui.Overlay,0,0,false,0.012448000,7,7,true
603,4,DLSS.RayReconstruction,1,1,false,1.153056000,7,7,true
603,5,Present.Convert,1,1,false,0.050528000,7,7,true
603,6,Present.CopyToSwapchain,1,2,true,0.023584000,7,7,true
604,0,ASBuild.BuildTLAS,0,0,false,0.093568000,7,7,true
604,1,LightPrepare.Upload,0,0,false,0.001632000,7,7,true
604,2,PathTracing.Trace,0,0,false,0.582016000,7,7,true
604,3,Ui.Overlay,0,0,false,0.018304000,7,7,true
604,4,DLSS.RayReconstruction,1,1,false,0.997024000,7,7,true
604,5,Present.Convert,1,1,false,0.047200000,7,7,true
604,6,Present.CopyToSwapchain,1,2,true,0.024192000,7,7,true
605,0,ASBuild.BuildTLAS,0,0,false,0.118016000,7,7,true
